Main_Category,Course_Title,Description,Course_Content,Lecturers_name
Lifestyle,Surgery Free Face Lift - Hypnosis Created for Women,Hypnosis will help you Relax all the tension from you facial muscles helping you to rejuvenate muscle tone and looks,You will feel more relaxed. Use EFT the eliminate negative feelings that have contributed to tension in your face. Apply EFT Emotional Freedom Technique to anywhere in your life that needs improvement,Alan Kirwan
Lifestyle,Acupressure Facelift Treatment Series for Estheticians,Holistic Treatment Series with Dynamic Results!,Perform an exclusive esthetic treatment that will transform your clients skin & increase revenue.. Create an exclusive skin care treatment series your clients will love and repeat business.. Advance your esthetic knowledge and skill that will increase your bottom line.,Nicole Dionne
Lifestyle,How to DIY Botox-Course for Everyone-Full Face Botox,"How to DIY Botulinum Toxin (aka Botox) Facial Treatment, Anti Aging, Smooth Fine Lines & Wrinkles, Improve Skin Texture",What is Botulinum Toxin Type A (AKA Botox)?. What is Botulinum Toxin (Botox) used for?. History of  Botulinum Toxin (Botox),Honeylocks DIY Beauty
Lifestyle,Facelift without injections and surgery,You need just your hands and 10 minutes per day,"Return of youthfulness of the face: tightening the oval of the face, reducing wrinkles, getting rid of the second chin and bruises under the eyes. Make beautiful cheekbones, plump lips, open eyes. Make the habit of regularly grooming your face",Irina Mart
Lifestyle,The 20-Mins Facial Workout: 43 Exercises to Look Younger,Get the first visible result in 2 weeks!,"Students will learn 43 exercises for all facial zones such as collar area, neck, sublingual zone, lips, cheeks, cheekbones, nasolabial area, eyes, and forehead.. Especially we will dedicate a lot of attention to the lifting of the face oval, nasolabial crease, puppet wrinkles, deep face relaxation and breath exercises.. This complex is designed for advanced facebuilders who perfectly know how to control each facial muscle individually.",Ievgeniia Baglyk
Lifestyle,Facial Exercises to Tone and Slim Face.Anti-Puffiness Effect,"Get rid of wrinkles and folds; tone and tighten your skin, and make your face younger and more fresh at any age!",Improve complexion.. Reduce swelling of the face.. Reduce the number and depth of mimic wrinkles.,Ievgeniia Baglyk
Lifestyle,Face slimming selfmassage,"face lifting, dry techniques, myofascial releases, cupping","How to slim the  face. Improve the overall shape and features of the face.. Reduce the double chin, under eye bags",Viktoriia Bakhurynska
Lifestyle,Mastering Botulinum Toxin Collection,Unlock the secrets of precise and effective injection techniques with our exclusive one time purchase,"Replicate the reconstitution of 50 units of Botulinum Toxin Type-A. Identify, Plan and Map Treatment Targets for the Procerus, Glabella, Frontalis, Nasalis, Mentalis and Obicularis Oris and Oculi Muscles... Develop a basic knowledge of treatment patterns and possible dosages.",Mark Taylor
Lifestyle,Get rid of nasolabial folds in just 7 days,"Without surgeries, needles or other expensive cosmetic procedures",How to get rid of lines and sagging skin in the nasolabial area that takes up one-third of our central face?. Sculpt your high cheekbones and build firm cheeks with face fitness exercises. Get used to easy and effective lymphatic drainage techniques to depuff your face,Julia Vozniak
Lifestyle,Lifting facciale energetico,Diventa operatore di face lift energetico,Conoscerai un sistema facile per stimolare i vari punti del viso in modo da ripristinare la corretta circolazione energetica. Avrai tutte le informazioni necessarie per poterlo applicare su te stesso e sui tuoi eventuali clienti. A fine corso avrai tutte le conoscenze necessarie per poterlo applicare da subito e usarlo in ambito lavorativo,Berardino Nardella
Lifestyle,"Reiki Level I, II + Master Certificate Course Energy Healing","Usui Reiki 1, 2 Master Certification Course - Heal Yourself, Family, Friends, Clients and Pets with Reiki Master Energy!","Obtain accredited Usui Reiki 1, 2 and Master Certificates. Receive a Distance Attunement Ceremony for Levels 1, 2 and Master. Learn how to start a Reiki business and get insured",Melissa Crowhurst
Lifestyle,Your 7 Chakras : The Complete Guide to Your Energy Body,"Understand Your Chakras, Your Energy Body, and Heal the Areas of your life that need it!","Locate their 7 Chakras in their body. Understand the basic functions, energies, and purpose of each chakra. Be able to diagnose whether each chakra is blocked, healthy, or blown open",James Seriph
Lifestyle,The Art of Energy Healing,"Channel Life-Changing Healing for Yourself, Your Friends, and Paying Clients",Channel Higher Vibrational Energy Through the Hands. Overcome Inner Voices of Doubt and Have Rock Solid Confidence in Your Healing Abilities. Understand how to Guide a Client into a Deep and Relaxed State - and Facilitate Transformation,James Seriph
Lifestyle,Reiki Space Clearing Certification Course - Energy Healing,"Rid negative energy in homes, rooms, workplaces & more! Use Reiki Energy Healing to clear your own spaces or others!","Obtain an accredited Space Clearing Practitioner Certificate. Be able to perform a Space Clearing in homes, offices, and any location. Feel a space and identify issues (emotional, spiritual, and practical)",Melissa Crowhurst
Lifestyle,Energy Healing Hand Positions Mudra Course Certification,Harness the energy healing power at your own fingertips with Mudras to help yourself and others! Certificate Course!,Obtain an accredited Hand Mudras Energy Healer Certificate. Understand what Hand Mudras are and how they can help your overall well-being. Get rid of headaches in an instant with the Headache Mudra!,Melissa Crowhurst
Lifestyle,7 Master Glands Purification and Activation part 1,Learn powerful DNA activations codes to purify and activate your 7 Master Glands to 3 levels !,"After this class, you will be able to practice for yourself the purification and activation of each of your 7 master glands and  guide others with the process.. Boost the energetic capacities of your 7 master glands. Activate some of your psychic senses",Demian Haye Magic Vibrations Healing
Lifestyle,Energy Healing with Colour and Art Certificate Course,Learning colour energy healing is easy and fun! Get 13 Meditations (MP3) & more! Certificate available on completion.,Obtain an accredited Colour & Art Energy Healer Certificate. How to use colours with energy healing. Understand how colour is connected with energy,Melissa Crowhurst
Lifestyle,Learn How to Protect & Restore Yourself from Negative Energy,"Ideal for Reiki Practitioners, Energy Healers, Empaths, and Anyone Drained by Daily Stress",Obtain an accredited Energetic Protection Certificate. How to energetically protect yourself from negative energy. How to send energetic protection to others,Melissa Crowhurst
Lifestyle,HEART CENTERED REIKI CERTIFICATION - GRAND MASTER TEACHER,"Certify/ Reiki Master Teacher - ""1st LEVEL FREE!"" Learn to channel Reiki energy. Create healing, balance, and abundance!",GET CERTIFIED as a Heart-Centered Reiki Master/Teacher. Channel divine healing energy to yourself and others.. How to tune into your chakras (the 7 energy centers of the body) balance and align them,Leslie Paramore
Lifestyle,The Definitive Guide To Energy Healing & The Chakra System,"Understand  Energy Healing Through Your Chakra System: Become A Healer, Helping Others & Yourself Live A Healthy Life",You Will Learn How To Work With & Understand Your Chakras. You Will Learn The Complete Chakra System. You Will Learn The Importance Of Life Style On Your Chakra System,Julian Jenkins
Lifestyle,"Intro to Chi Energy [Prana, Ki, Lightwork, Reiki, Lovelight]",A Solid Foundation for Your Energy Practice,"Feel your chi, the lifeforce energy within you. Move chi around the body. Learn to ground",Douglas Butner
Lifestyle,Understanding Qigong 1: What is Qi Energy & Qigong? Dr Yang,What is Qi? Energy. What is Qigong? Energy Work. Dr. Yang's enlightening videos of his qigong teacher training lessons.,"Learn the physiological basis for your energy, or bioelectricity, and understand its healing potential. Develop skills to feel, increase, and ultimately control your energy and revitalize your mind, body and spirit. Understand the true meaning of the word qi, ENERGY, and its history dating back to ancient times.",YMAA Publication Center
Lifestyle,The Complete Chakra Healing Course - ACCREDITED CERTIFICATE,"Evaluate and heal Chakras using energy, crystals, color therapy, music therapy, aromatherapy, reflexology, and mudras.",All about Kundalini and Chakras. Diagnosis of weak Chakras. Hand Mudra Yoga to Balance Chakras,"Prof. Krishna N. Sharma, Ph.D.. Virtued Academy International. UniSkill Academy"
Lifestyle,Arcturian Reiki Master Level Training + Attunement,Master Level Arcturian Reiki Training,"In this course you will learn what is Arcturian Reiki, how it differs from Traditional Reiki. You will learn who The Arcturians are and how they've always been involved in the development of Reiki here. You'll learn how to practice Arcturian Reiki on yourself",Pete Donarski
